experiment,img_set,filename,y_shift,x_shift
20210225_DMEM_4C,20210225-153242,20210225-153242-4,-10.0,5.0
20210225_DMEM_4C,20210225-153242,20210225-153242-5,2.0,3.0
20210225_DMEM_4C,20210225-153242,20210225-153242-6,0.0,-10.0
20210225_DMEM_4C,20210225-153242,20210225-153242-7,-7.0,5.0
20210225_DMEM_4C,20210225-154238,20210225-154238-0,-7.0,9.0
20210225_DMEM_4C,20210225-154238,20210225-154238-1,-5.0,11.0
20210225_DMEM_4C,20210225-154238,20210225-154238-2,5.0,9.0
20210225_DMEM_4C,20210225-154238,20210225-154238-3,-4.0,5.0
20210225_DMEM_4C,20210225-154238,20210225-154238-4,0.0,4.0
20210225_DMEM_4C,20210225-154238,20210225-154238-5,-6.0,3.0
20210225_DMEM_4C,20210225-154238,20210225-154238-6,1.0,-3.0
20210225_DMEM_4C,20210225-154238,20210225-154238-7,-5.0,6.0
20210225_DMEM_4C,20210225-155235,20210225-155235-0,3.0,12.0
20210225_DMEM_4C,20210225-155235,20210225-155235-1,0.0,15.0
20210225_DMEM_4C,20210225-155235,20210225-155235-2,-14.0,14.0
20210225_DMEM_4C,20210225-155235,20210225-155235-3,-15.0,9.0
20210225_DMEM_4C,20210225-155235,20210225-155235-4,0.0,10.0
20210225_DMEM_4C,20210225-155235,20210225-155235-5,2.0,10.0
20210225_DMEM_4C,20210225-155235,20210225-155235-6,3.0,-4.0
20210225_DMEM_4C,20210225-155235,20210225-155235-7,0.0,10.0
20210225_DMEM_4C,20210225-160232,20210225-160232-0,3.0,8.0
20210225_DMEM_4C,20210225-160232,20210225-160232-1,0.0,10.0
20210225_DMEM_4C,20210225-160232,20210225-160232-2,-15.0,11.0
20210225_DMEM_4C,20210225-160232,20210225-160232-3,5.0,9.0
20210225_DMEM_4C,20210225-160232,20210225-160232-4,0.0,10.0
20210225_DMEM_4C,20210225-160232,20210225-160232-5,1.0,7.0
20210225_DMEM_4C,20210225-160232,20210225-160232-6,0.0,-3.0
20210225_DMEM_4C,20210225-160232,20210225-160232-7,-5.0,6.0
20210225_DMEM_4C,20210225-161228,20210225-161228-0,-7.0,9.0
20210225_DMEM_4C,20210225-161228,20210225-161228-1,-2.0,9.0
20210225_DMEM_4C,20210225-161228,20210225-161228-2,4.0,7.0
20210225_DMEM_4C,20210225-161228,20210225-161228-3,-6.0,0.0
20210225_DMEM_4C,20210225-161228,20210225-161228-4,-3.0,8.0
20210225_DMEM_4C,20210225-161228,20210225-161228-5,0.0,3.0
20210225_DMEM_4C,20210225-161228,20210225-161228-6,910.0,-625.0
20210225_DMEM_4C,20210225-161228,20210225-161228-7,-6.0,4.0
20210309_HEPES_RT_Homogenous,20210309-135451,20210309-135451-0,6.0,-2.0
20210309_HEPES_RT_Homogenous,20210309-135451,20210309-135451-1,-6.0,0.0
20210309_HEPES_RT_Homogenous,20210309-135451,20210309-135451-2,-24.0,2.0
20210309_HEPES_RT_Homogenous,20210309-135451,20210309-135451-3,-1.0,0.0
20210309_HEPES_RT_Homogenous,20210309-135451,20210309-135451-4,-1.0,0.0
20210309_HEPES_RT_Homogenous,20210309-135451,20210309-135451-5,-4.0,2.0
20210309_HEPES_RT_Homogenous,20210309-135451,20210309-135451-6,-13.0,11.0
20210309_HEPES_RT_Homogenous,20210309-135451,20210309-135451-7,-12.0,3.0
20210309_HEPES_RT_Homogenous,20210309-140848,20210309-140848-0,11.0,-3.0
20210309_HEPES_RT_Homogenous,20210309-140848,20210309-140848-1,-5.0,-2.0
20210309_HEPES_RT_Homogenous,20210309-140848,20210309-140848-2,-24.0,-1.0
20210309_HEPES_RT_Homogenous,20210309-140848,20210309-140848-3,-6.0,-1.0
20210309_HEPES_RT_Homogenous,20210309-140848,20210309-140848-4,-3.0,17.0
20210309_HEPES_RT_Homogenous,20210309-140848,20210309-140848-5,-7.0,3.0
20210309_HEPES_RT_Homogenous,20210309-140848,20210309-140848-6,-15.0,8.0
20210309_HEPES_RT_Homogenous,20210309-140848,20210309-140848-7,-8.0,-1.0
20210309_HEPES_RT_Homogenous,20210309-141848,20210309-141848-0,15.0,-2.0
20210309_HEPES_RT_Homogenous,20210309-141848,20210309-141848-1,-2.0,-1.0
20210309_HEPES_RT_Homogenous,20210309-141848,20210309-141848-2,-22.0,0.0
20210309_HEPES_RT_Homogenous,20210309-141848,20210309-141848-3,-7.0,1.0
20210309_HEPES_RT_Homogenous,20210309-141848,20210309-141848-4,-4.0,36.0
20210309_HEPES_RT_Homogenous,20210309-141848,20210309-141848-5,-4.0,6.0
20210309_HEPES_RT_Homogenous,20210309-141848,20210309-141848-6,-8.0,12.0
20210309_HEPES_RT_Homogenous,20210309-141848,20210309-141848-7,-8.0,-1.0
20210309_HEPES_RT_Homogenous,20210309-142848,20210309-142848-0,9.0,-1.0
20210309_HEPES_RT_Homogenous,20210309-142848,20210309-142848-1,-12.0,1.0
20210309_HEPES_RT_Homogenous,20210309-142848,20210309-142848-2,-31.0,0.0
20210309_HEPES_RT_Homogenous,20210309-142848,20210309-142848-3,-4.0,1.0
20210309_HEPES_RT_Homogenous,20210309-142848,20210309-142848-4,-1.0,2.0
20210309_HEPES_RT_Homogenous,20210309-142848,20210309-142848-5,-6.0,3.0
20210309_HEPES_RT_Homogenous,20210309-142848,20210309-142848-6,-11.0,9.0
20210309_HEPES_RT_Homogenous,20210309-142848,20210309-142848-7,-1.0,3.0
20210309_HEPES_RT_Homogenous,20210309-143851,20210309-143851-0,0.0,-2.0
20210309_HEPES_RT_Homogenous,20210309-143851,20210309-143851-1,-5.0,-1.0
20210309_HEPES_RT_Homogenous,20210309-143851,20210309-143851-2,-29.0,-3.0
20210309_HEPES_RT_Homogenous,20210309-143851,20210309-143851-3,-5.0,-3.0
20210309_HEPES_RT_Homogenous,20210309-143851,20210309-143851-4,-6.0,1.0
20210309_HEPES_RT_Homogenous,20210309-143851,20210309-143851-5,-9.0,3.0
20210309_HEPES_RT_Homogenous,20210309-143851,20210309-143851-6,-16.0,13.0
20210309_HEPES_RT_Homogenous,20210309-143851,20210309-143851-7,-6.0,0.0
20210309_HEPES_RT_Homogenous,20210309-144849,20210309-144849-0,6.0,-3.0
20210309_HEPES_RT_Homogenous,20210309-144849,20210309-144849-1,-6.0,-2.0
20210309_HEPES_RT_Homogenous,20210309-144849,20210309-144849-2,-24.0,-2.0
20210309_HEPES_RT_Homogenous,20210309-144849,20210309-144849-3,-7.0,-3.0
20210309_HEPES_RT_Homogenous,20210309-144849,20210309-144849-4,-9.0,0.0
20210309_HEPES_RT_Homogenous,20210309-144849,20210309-144849-5,-11.0,2.0
20210309_HEPES_RT_Homogenous,20210309-144849,20210309-144849-6,-9.0,1.0
20210309_HEPES_RT_Homogenous,20210309-144849,20210309-144849-7,-10.0,0.0
20210309_HEPES_RT_Homogenous,20210309-145847,20210309-145847-0,4.0,-4.0
20210309_HEPES_RT_Homogenous,20210309-145847,20210309-145847-1,-3.0,-2.0
20210309_HEPES_RT_Homogenous,20210309-145847,20210309-145847-2,-25.0,-4.0
20210309_HEPES_RT_Homogenous,20210309-145847,20210309-145847-3,-6.0,-4.0
20210309_HEPES_RT_Homogenous,20210309-145847,20210309-145847-4,-6.0,-1.0
20210309_HEPES_RT_Homogenous,20210309-145847,20210309-145847-5,-7.0,1.0
20210309_HEPES_RT_Homogenous,20210309-145847,20210309-145847-6,-19.0,12.0
20210309_HEPES_RT_Homogenous,20210309-145847,20210309-145847-7,-14.0,0.0
20210309_HEPES_RT_Homogenous,20210309-150845,20210309-150845-0,-2.0,-3.0
20210309_HEPES_RT_Homogenous,20210309-150845,20210309-150845-1,-11.0,0.0
20210309_HEPES_RT_Homogenous,20210309-150845,20210309-150845-2,-26.0,-4.0
20210309_HEPES_RT_Homogenous,20210309-150845,20210309-150845-3,-1.0,0.0
20210309_HEPES_RT_Homogenous,20210309-150845,20210309-150845-4,-8.0,1.0
20210309_HEPES_RT_Homogenous,20210309-150845,20210309-150845-5,-8.0,4.0
20210309_HEPES_RT_Homogenous,20210309-150845,20210309-150845-6,-18.0,13.0
20210309_HEPES_RT_Homogenous,20210309-150845,20210309-150845-7,0.0,2.0
20210309_HEPES_RT_Homogenous,20210309-151841,20210309-151841-0,6.0,-5.0
20210309_HEPES_RT_Homogenous,20210309-151841,20210309-151841-1,-13.0,-1.0
20210309_HEPES_RT_Homogenous,20210309-151841,20210309-151841-2,-7.0,-6.0
20210309_HEPES_RT_Homogenous,20210309-151841,20210309-151841-3,-2.0,-2.0
20210309_HEPES_RT_Homogenous,20210309-151841,20210309-151841-4,-9.0,-1.0
20210309_HEPES_RT_Homogenous,20210309-151841,20210309-151841-5,-8.0,1.0
20210309_HEPES_RT_Homogenous,20210309-151841,20210309-151841-6,-35.0,15.0
20210309_HEPES_RT_Homogenous,20210309-151841,20210309-151841-7,-28.0,-1.0
20210309_HEPES_RT_Homogenous,20210309-152837,20210309-152837-0,0.0,-5.0
20210309_HEPES_RT_Homogenous,20210309-152837,20210309-152837-1,-2.0,-4.0
20210309_HEPES_RT_Homogenous,20210309-152837,20210309-152837-2,-27.0,-10.0
20210309_HEPES_RT_Homogenous,20210309-152837,20210309-152837-3,-12.0,-2.0
20210309_HEPES_RT_Homogenous,20210309-152837,20210309-152837-4,-9.0,-3.0
20210309_HEPES_RT_Homogenous,20210309-152837,20210309-152837-5,-7.0,1.0
20210309_HEPES_RT_Homogenous,20210309-152837,20210309-152837-6,-16.0,9.0
20210309_HEPES_RT_Homogenous,20210309-152837,20210309-152837-7,-20.0,-2.0
20210309_HEPES_RT_Homogenous,20210309-153833,20210309-153833-0,-16.0,-5.0
20210309_HEPES_RT_Homogenous,20210309-153833,20210309-153833-1,-5.0,-1.0
20210309_HEPES_RT_Homogenous,20210309-153833,20210309-153833-2,-28.0,-7.0
20210309_HEPES_RT_Homogenous,20210309-153833,20210309-153833-3,-5.0,-1.0
20210309_HEPES_RT_Homogenous,20210309-153833,20210309-153833-4,-12.0,0.0
20210309_HEPES_RT_Homogenous,20210309-153833,20210309-153833-5,-19.0,8.0
20210309_HEPES_RT_Homogenous,20210309-153833,20210309-153833-6,-19.0,17.0
20210309_HEPES_RT_Homogenous,20210309-153833,20210309-153833-7,-3.0,0.0
20210309_HEPES_RT_Homogenous,20210309-154829,20210309-154829-0,3.0,-4.0
20210309_HEPES_RT_Homogenous,20210309-154829,20210309-154829-1,-14.0,-2.0
20210309_HEPES_RT_Homogenous,20210309-154829,20210309-154829-2,-28.0,-10.0
20210309_HEPES_RT_Homogenous,20210309-154829,20210309-154829-3,-11.0,-6.0
20210309_HEPES_RT_Homogenous,20210309-154829,20210309-154829-4,-10.0,-4.0
20210309_HEPES_RT_Homogenous,20210309-154829,20210309-154829-5,-7.0,2.0
20210309_HEPES_RT_Homogenous,20210309-154829,20210309-154829-6,-20.0,16.0
20210309_HEPES_RT_Homogenous,20210309-154829,20210309-154829-7,-47.0,0.0
20210310_HEPES_RT_Homogenous,20210310-155107,20210310-155107-0,21.0,0.0
20210310_HEPES_RT_Homogenous,20210310-155107,20210310-155107-1,-16.0,11.0
20210310_HEPES_RT_Homogenous,20210310-155107,20210310-155107-2,2.0,60.0
20210310_HEPES_RT_Homogenous,20210310-155107,20210310-155107-3,5.0,2.0
20210310_HEPES_RT_Homogenous,20210310-155107,20210310-155107-4,6.0,0.0
20210310_HEPES_RT_Homogenous,20210310-155107,20210310-155107-5,0.0,0.0
20210310_HEPES_RT_Homogenous,20210310-155107,20210310-155107-6,0.0,3.0
20210310_HEPES_RT_Homogenous,20210310-155107,20210310-155107-7,29.0,4.0
20210310_HEPES_RT_Homogenous,20210310-160512,20210310-160512-0,2.0,0.0
20210310_HEPES_RT_Homogenous,20210310-160512,20210310-160512-1,-25.0,8.0
20210310_HEPES_RT_Homogenous,20210310-160512,20210310-160512-2,-5.0,-116.0
20210310_HEPES_RT_Homogenous,20210310-160512,20210310-160512-3,8.0,5.0
20210310_HEPES_RT_Homogenous,20210310-160512,20210310-160512-4,12.0,3.0
20210310_HEPES_RT_Homogenous,20210310-160512,20210310-160512-5,2.0,5.0
20210310_HEPES_RT_Homogenous,20210310-160512,20210310-160512-6,1.0,7.0
20210310_HEPES_RT_Homogenous,20210310-160512,20210310-160512-7,41.0,11.0
20210310_HEPES_RT_Homogenous,20210310-161514,20210310-161514-0,0.0,-3.0
20210310_HEPES_RT_Homogenous,20210310-161514,20210310-161514-1,-29.0,2.0
20210310_HEPES_RT_Homogenous,20210310-161514,20210310-161514-2,-19.0,-121.0
20210310_HEPES_RT_Homogenous,20210310-161514,20210310-161514-3,4.0,1.0
20210310_HEPES_RT_Homogenous,20210310-161514,20210310-161514-4,6.0,0.0
20210310_HEPES_RT_Homogenous,20210310-161514,20210310-161514-5,0.0,4.0
20210310_HEPES_RT_Homogenous,20210310-161514,20210310-161514-6,-3.0,3.0
20210310_HEPES_RT_Homogenous,20210310-161514,20210310-161514-7,40.0,1.0
20210310_HEPES_RT_Homogenous,20210310-162514,20210310-162514-0,5.0,-2.0
20210310_HEPES_RT_Homogenous,20210310-162514,20210310-162514-1,-28.0,6.0
20210310_HEPES_RT_Homogenous,20210310-162514,20210310-162514-2,-9.0,-120.0
20210310_HEPES_RT_Homogenous,20210310-162514,20210310-162514-3,3.0,1.0
20210310_HEPES_RT_Homogenous,20210310-162514,20210310-162514-4,7.0,0.0
20210310_HEPES_RT_Homogenous,20210310-162514,20210310-162514-5,0.0,85.0
20210310_HEPES_RT_Homogenous,20210310-162514,20210310-162514-6,0.0,4.0
20210310_HEPES_RT_Homogenous,20210310-162514,20210310-162514-7,17.0,3.0
20210310_HEPES_RT_Homogenous,20210310-163514,20210310-163514-0,-3.0,-2.0
20210310_HEPES_RT_Homogenous,20210310-163514,20210310-163514-1,-17.0,0.0
20210310_HEPES_RT_Homogenous,20210310-163514,20210310-163514-2,-9.0,-125.0
20210310_HEPES_RT_Homogenous,20210310-163514,20210310-163514-3,2.0,2.0
20210310_HEPES_RT_Homogenous,20210310-163514,20210310-163514-4,8.0,1.0
20210310_HEPES_RT_Homogenous,20210310-163514,20210310-163514-5,0.0,0.0
20210310_HEPES_RT_Homogenous,20210310-163514,20210310-163514-6,0.0,5.0
20210310_HEPES_RT_Homogenous,20210310-163514,20210310-163514-7,14.0,3.0
20210310_HEPES_RT_Homogenous,20210310-164521,20210310-164521-0,-10.0,-4.0
20210310_HEPES_RT_Homogenous,20210310-164521,20210310-164521-1,-20.0,-1.0
20210310_HEPES_RT_Homogenous,20210310-164521,20210310-164521-2,-9.0,-133.0
20210310_HEPES_RT_Homogenous,20210310-164521,20210310-164521-3,1.0,1.0
20210310_HEPES_RT_Homogenous,20210310-164521,20210310-164521-4,4.0,0.0
20210310_HEPES_RT_Homogenous,20210310-164521,20210310-164521-5,0.0,0.0
20210310_HEPES_RT_Homogenous,20210310-164521,20210310-164521-6,0.0,3.0
20210310_HEPES_RT_Homogenous,20210310-164521,20210310-164521-7,27.0,4.0
20210310_HEPES_RT_Homogenous,20210310-165519,20210310-165519-0,-9.0,-4.0
20210310_HEPES_RT_Homogenous,20210310-165519,20210310-165519-1,-19.0,-3.0
20210310_HEPES_RT_Homogenous,20210310-165519,20210310-165519-2,-5.0,-136.0
20210310_HEPES_RT_Homogenous,20210310-165519,20210310-165519-3,0.0,0.0
20210310_HEPES_RT_Homogenous,20210310-165519,20210310-165519-4,6.0,-2.0
20210310_HEPES_RT_Homogenous,20210310-165519,20210310-165519-5,-1.0,1.0
20210310_HEPES_RT_Homogenous,20210310-165519,20210310-165519-6,0.0,2.0
20210310_HEPES_RT_Homogenous,20210310-165519,20210310-165519-7,24.0,0.0
20210310_HEPES_RT_Homogenous,20210310-170518,20210310-170518-0,-11.0,-5.0
20210310_HEPES_RT_Homogenous,20210310-170518,20210310-170518-1,-38.0,0.0
20210310_HEPES_RT_Homogenous,20210310-170518,20210310-170518-2,-33.0,-139.0
20210310_HEPES_RT_Homogenous,20210310-170518,20210310-170518-3,3.0,0.0
20210310_HEPES_RT_Homogenous,20210310-170518,20210310-170518-4,8.0,-1.0
20210310_HEPES_RT_Homogenous,20210310-170518,20210310-170518-5,0.0,0.0
20210310_HEPES_RT_Homogenous,20210310-170518,20210310-170518-6,0.0,3.0
20210310_HEPES_RT_Homogenous,20210310-170518,20210310-170518-7,43.0,6.0
20210310_HEPES_RT_Homogenous,20210310-171515,20210310-171515-0,-34.0,-8.0
20210310_HEPES_RT_Homogenous,20210310-171515,20210310-171515-1,-73.0,1.0
20210310_HEPES_RT_Homogenous,20210310-171515,20210310-171515-2,-71.0,-146.0
20210310_HEPES_RT_Homogenous,20210310-171515,20210310-171515-3,-18.0,-2.0
20210310_HEPES_RT_Homogenous,20210310-171515,20210310-171515-4,-5.0,-1.0
20210310_HEPES_RT_Homogenous,20210310-171515,20210310-171515-5,-5.0,0.0
20210310_HEPES_RT_Homogenous,20210310-171515,20210310-171515-6,-5.0,2.0
20210310_HEPES_RT_Homogenous,20210310-171515,20210310-171515-7,71.0,19.0
20210310_HEPES_RT_Homogenous,20210310-172514,20210310-172514-0,-46.0,-1.0
20210310_HEPES_RT_Homogenous,20210310-172514,20210310-172514-1,-56.0,-1.0
20210310_HEPES_RT_Homogenous,20210310-172514,20210310-172514-2,-20.0,-142.0
20210310_HEPES_RT_Homogenous,20210310-172514,20210310-172514-3,-18.0,-1.0
20210310_HEPES_RT_Homogenous,20210310-172514,20210310-172514-4,-6.0,0.0
20210310_HEPES_RT_Homogenous,20210310-172514,20210310-172514-5,-6.0,1.0
20210310_HEPES_RT_Homogenous,20210310-172514,20210310-172514-6,-6.0,3.0
20210310_HEPES_RT_Homogenous,20210310-172514,20210310-172514-7,40.0,8.0
20210310_HEPES_RT_Homogenous,20210310-173510,20210310-173510-0,-42.0,-5.0
20210310_HEPES_RT_Homogenous,20210310-173510,20210310-173510-1,-47.0,-2.0
20210310_HEPES_RT_Homogenous,20210310-173510,20210310-173510-2,-74.0,-146.0
20210310_HEPES_RT_Homogenous,20210310-173510,20210310-173510-3,-18.0,-2.0
20210310_HEPES_RT_Homogenous,20210310-173510,20210310-173510-4,-2.0,-1.0
20210310_HEPES_RT_Homogenous,20210310-173510,20210310-173510-5,-4.0,1.0
20210310_HEPES_RT_Homogenous,20210310-173510,20210310-173510-6,-2.0,2.0
20210310_HEPES_RT_Homogenous,20210310-173510,20210310-173510-7,31.0,8.0
20210310_HEPES_RT_Homogenous,20210310-174507,20210310-174507-0,-42.0,-6.0
20210310_HEPES_RT_Homogenous,20210310-174507,20210310-174507-1,-48.0,-3.0
20210310_HEPES_RT_Homogenous,20210310-174507,20210310-174507-2,-69.0,-141.0
20210310_HEPES_RT_Homogenous,20210310-174507,20210310-174507-3,-17.0,-3.0
20210310_HEPES_RT_Homogenous,20210310-174507,20210310-174507-4,-7.0,-2.0
20210310_HEPES_RT_Homogenous,20210310-174507,20210310-174507-5,-7.0,3.0
20210310_HEPES_RT_Homogenous,20210310-174507,20210310-174507-6,-5.0,1.0
20210310_HEPES_RT_Homogenous,20210310-174507,20210310-174507-7,47.0,18.0
20210316_HEPES_RT_Homogenous,20210316-134130,20210316-134130-0,0.0,0.0
20210316_HEPES_RT_Homogenous,20210316-134130,20210316-134130-1,0.0,0.0
20210316_HEPES_RT_Homogenous,20210316-134130,20210316-134130-2,0.0,0.0
20210316_HEPES_RT_Homogenous,20210316-134130,20210316-134130-3,0.0,0.0
20210316_HEPES_RT_Homogenous,20210316-134223,20210316-134223-0,0.0,0.0
20210316_HEPES_RT_Homogenous,20210316-134223,20210316-134223-1,0.0,0.0
20210316_HEPES_RT_Homogenous,20210316-134223,20210316-134223-2,0.0,0.0
20210316_HEPES_RT_Homogenous,20210316-134223,20210316-134223-3,0.0,0.0
20210316_HEPES_RT_Homogenous,20210316-134223,20210316-134223-4,0.0,0.0
20210316_HEPES_RT_Homogenous,20210316-134223,20210316-134223-5,0.0,0.0
20210316_HEPES_RT_Homogenous,20210316-134223,20210316-134223-6,0.0,0.0
20210316_HEPES_RT_Homogenous,20210316-134223,20210316-134223-7,0.0,0.0
20210316_HEPES_RT_Homogenous,20210316-134430,20210316-134430-0,0.0,0.0
20210316_HEPES_RT_Homogenous,20210316-134430,20210316-134430-1,0.0,0.0
20210316_HEPES_RT_Homogenous,20210316-134430,20210316-134430-2,0.0,0.0
20210316_HEPES_RT_Homogenous,20210316-134430,20210316-134430-3,0.0,0.0
20210316_HEPES_RT_Homogenous,20210316-134430,20210316-134430-4,0.0,0.0
20210316_HEPES_RT_Homogenous,20210316-134430,20210316-134430-5,0.0,0.0
20210316_HEPES_RT_Homogenous,20210316-134430,20210316-134430-6,0.0,0.0
20210316_HEPES_RT_Homogenous,20210316-134430,20210316-134430-7,0.0,0.0
20210316_HEPES_RT_Homogenous,20210316-141953,20210316-141953-0,19.0,-6.0
20210316_HEPES_RT_Homogenous,20210316-141953,20210316-141953-1,-12.0,1.0
20210316_HEPES_RT_Homogenous,20210316-141953,20210316-141953-2,-6.0,-2.0
20210316_HEPES_RT_Homogenous,20210316-141953,20210316-141953-3,-16.0,-5.0
20210316_HEPES_RT_Homogenous,20210316-141953,20210316-141953-4,-2.0,-2.0
20210316_HEPES_RT_Homogenous,20210316-141953,20210316-141953-5,0.0,0.0
20210316_HEPES_RT_Homogenous,20210316-141953,20210316-141953-6,-10.0,5.0
20210316_HEPES_RT_Homogenous,20210316-141953,20210316-141953-7,-12.0,-4.0
20210316_HEPES_RT_Homogenous,20210316-143400,20210316-143400-0,14.0,-3.0
20210316_HEPES_RT_Homogenous,20210316-143400,20210316-143400-1,-2.0,1.0
20210316_HEPES_RT_Homogenous,20210316-143400,20210316-143400-2,-7.0,-2.0
20210316_HEPES_RT_Homogenous,20210316-143400,20210316-143400-3,-5.0,0.0
20210316_HEPES_RT_Homogenous,20210316-143400,20210316-143400-4,-15.0,0.0
20210316_HEPES_RT_Homogenous,20210316-143400,20210316-143400-5,4.0,0.0
20210316_HEPES_RT_Homogenous,20210316-143400,20210316-143400-6,-7.0,12.0
20210316_HEPES_RT_Homogenous,20210316-143400,20210316-143400-7,-12.0,-3.0
20210316_HEPES_RT_Homogenous,20210316-144401,20210316-144401-0,-4.0,-1.0
20210316_HEPES_RT_Homogenous,20210316-144401,20210316-144401-1,0.0,-2.0
20210316_HEPES_RT_Homogenous,20210316-144401,20210316-144401-2,-2.0,1.0
20210316_HEPES_RT_Homogenous,20210316-144401,20210316-144401-3,19.0,0.0
20210316_HEPES_RT_Homogenous,20210316-144401,20210316-144401-4,0.0,0.0
20210316_HEPES_RT_Homogenous,20210316-144401,20210316-144401-5,0.0,2.0
20210316_HEPES_RT_Homogenous,20210316-144401,20210316-144401-6,-5.0,2.0
20210316_HEPES_RT_Homogenous,20210316-144401,20210316-144401-7,-46.0,-6.0
20210316_HEPES_RT_Homogenous,20210316-145402,20210316-145402-0,14.0,-4.0
20210316_HEPES_RT_Homogenous,20210316-145402,20210316-145402-1,0.0,0.0
20210316_HEPES_RT_Homogenous,20210316-145402,20210316-145402-2,7.0,2.0
20210316_HEPES_RT_Homogenous,20210316-145402,20210316-145402-3,-3.0,0.0
20210316_HEPES_RT_Homogenous,20210316-145402,20210316-145402-4,0.0,0.0
20210316_HEPES_RT_Homogenous,20210316-145402,20210316-145402-5,-3.0,2.0
20210316_HEPES_RT_Homogenous,20210316-145402,20210316-145402-6,-1.0,0.0
20210316_HEPES_RT_Homogenous,20210316-145402,20210316-145402-7,-25.0,-6.0
20210316_HEPES_RT_Homogenous,20210316-150402,20210316-150402-0,17.0,-7.0
20210316_HEPES_RT_Homogenous,20210316-150402,20210316-150402-1,0.0,0.0
20210316_HEPES_RT_Homogenous,20210316-150402,20210316-150402-2,2.0,3.0
20210316_HEPES_RT_Homogenous,20210316-150402,20210316-150402-3,-1.0,-2.0
20210316_HEPES_RT_Homogenous,20210316-150402,20210316-150402-4,0.0,0.0
20210316_HEPES_RT_Homogenous,20210316-150402,20210316-150402-5,2.0,3.0
20210316_HEPES_RT_Homogenous,20210316-150402,20210316-150402-6,-5.0,2.0
20210316_HEPES_RT_Homogenous,20210316-150402,20210316-150402-7,-36.0,-6.0
20210316_HEPES_RT_Homogenous,20210316-151401,20210316-151401-0,18.0,-2.0
20210316_HEPES_RT_Homogenous,20210316-151401,20210316-151401-1,-2.0,1.0
20210316_HEPES_RT_Homogenous,20210316-151401,20210316-151401-2,-1.0,3.0
20210316_HEPES_RT_Homogenous,20210316-151401,20210316-151401-3,-8.0,0.0
20210316_HEPES_RT_Homogenous,20210316-151401,20210316-151401-4,0.0,0.0
20210316_HEPES_RT_Homogenous,20210316-151401,20210316-151401-5,0.0,4.0
20210316_HEPES_RT_Homogenous,20210316-151401,20210316-151401-6,-12.0,13.0
20210316_HEPES_RT_Homogenous,20210316-151401,20210316-151401-7,-43.0,-5.0
20210316_HEPES_RT_Homogenous,20210316-152401,20210316-152401-0,21.0,-2.0
20210316_HEPES_RT_Homogenous,20210316-152401,20210316-152401-1,0.0,2.0
20210316_HEPES_RT_Homogenous,20210316-152401,20210316-152401-2,4.0,6.0
20210316_HEPES_RT_Homogenous,20210316-152401,20210316-152401-3,-7.0,1.0
20210316_HEPES_RT_Homogenous,20210316-152401,20210316-152401-4,0.0,0.0
20210316_HEPES_RT_Homogenous,20210316-152401,20210316-152401-5,1.0,4.0
20210316_HEPES_RT_Homogenous,20210316-152401,20210316-152401-6,-1.0,-1.0
20210316_HEPES_RT_Homogenous,20210316-152401,20210316-152401-7,-27.0,-4.0
20210316_HEPES_RT_Homogenous,20210316-153359,20210316-153359-0,25.0,-1.0
